"Kanton";"Karosserie";"Treibstoff";"Anzahl Sitzplätze";"Antrieb";"Getriebe";"2006";"2007"
"Zürich";"Limousine";"Benzin";"8 Sitzplätze";"Allrad";"Manuelles";580;560
"Zürich";"Limousine";"Benzin";"8 Sitzplätze";"Allrad";"Übrige";0;0
"Zürich";"Limousine";"Benzin";"9 Sitzplätze";"Vorderrad";"Automatisches";94;86
"Zürich";"Limousine";"Benzin";"9 Sitzplätze";"Vorderrad";"Manuelles";603;616
"Zürich";"Limousine";"Benzin";"9 Sitzplätze";"Vorderrad";"Übrige";0;0
"Zürich";"Limousine";"Benzin";"9 Sitzplätze";"Hinterrad";"Automatisches";67;60
"Zürich";"Limousine";"Benzin";"9 Sitzplätze";"Hinterrad";"Manuelles";535;510
"Zürich";"Limousine";"Benzin";"9 Sitzplätze";"Hinterrad";"Übrige";0;0
"Zürich";"Limousine";"Benzin";"9 Sitzplätze";"Allrad";"Automatisches";7;5
"Zürich";"Limousine";"Benzin";"9 Sitzplätze";"Allrad";"Manuelles";192;180
"Zürich";"Limousine";"Benzin";"9 Sitzplätze";"Allrad";"Übrige";0;0
"Zürich";"Limousine";"Diesel";"2 Sitzplätze";"Vorderrad";"Automatisches";11;7
"Zürich";"Limousine";"Diesel";"2 Sitzplätze";"Vorderrad";"Manuelles";16;16
"Zürich";"Limousine";"Diesel";"2 Sitzplätze";"Vorderrad";"Übrige";0;0
"Zürich";"Limousine";"Diesel";"2 Sitzplätze";"Hinterrad";"Automatisches";8;11
"Zürich";"Limousine";"Diesel";"2 Sitzplätze";"Hinterrad";"Manuelles";142;160
"Zürich";"Limousine";"Diesel";"2 Sitzplätze";"Hinterrad";"Übrige";0;0
"Zürich";"Limousine";"Diesel";"2 Sitzplätze";"Allrad";"Automatisches";6;6
"Zürich";"Limousine";"Diesel";"2 Sitzplätze";"Allrad";"Manuelles";9;9
"Zürich";"Limousine";"Diesel";"2 Sitzplätze";"Allrad";"Übrige";0;0
"Zürich";"Limousine";"Diesel";"3 Sitzplätze";"Vorderrad";"Automatisches";5;4
"Zürich";"Limousine";"Diesel";"3 Sitzplätze";"Vorderrad";"Manuelles";14;16
"Zürich";"Limousine";"Diesel";"3 Sitzplätze";"Vorderrad";"Übrige";0;0
"Zürich";"Limousine";"Diesel";"3 Sitzplätze";"Hinterrad";"Automatisches";1;2
"Zürich";"Limousine";"Diesel";"3 Sitzplätze";"Hinterrad";"Manuelles";11;11
"Zürich";"Limousine";"Diesel";"3 Sitzplätze";"Hinterrad";"Übrige";0;0
"Zürich";"Limousine";"Diesel";"3 Sitzplätze";"Allrad";"Automatisches";2;4
"Zürich";"Limousine";"Diesel";"3 Sitzplätze";"Allrad";"Manuelles";3;3
"Zürich";"Limousine";"Diesel";"3 Sitzplätze";"Allrad";"Übrige";0;0
"Zürich";"Limousine";"Diesel";"4 Sitzplätze";"Vorderrad";"Automatisches";62;88
"Zürich";"Limousine";"Diesel";"4 Sitzplätze";"Vorderrad";"Manuelles";834;1006
"Zürich";"Limousine";"Diesel";"4 Sitzplätze";"Vorderrad";"Übrige";0;0
"Zürich";"Limousine";"Diesel";"4 Sitzplätze";"Hinterrad";"Automatisches";100;128
"Zürich";"Limousine";"Diesel";"4 Sitzplätze";"Hinterrad";"Manuelles";60;99
"Zürich";"Limousine";"Diesel";"4 Sitzplätze";"Hinterrad";"Übrige";0;1
"Zürich";"Limousine";"Diesel";"4 Sitzplätze";"Allrad";"Automatisches";11;26
"Zürich";"Limousine";"Diesel";"4 Sitzplätze";"Allrad";"Manuelles";161;301
"Zürich";"Limousine";"Diesel";"4 Sitzplätze";"Allrad";"Übrige";0;0
"Zürich";"Limousine";"Diesel";"5 Sitzplätze";"Vorderrad";"Automatisches";2838;3422
"Zürich";"Limousine";"Diesel";"5 Sitzplätze";"Vorderrad";"Manuelles";17811;20398
"Zürich";"Limousine";"Diesel";"5 Sitzplätze";"Vorderrad";"Übrige";61;64
"Zürich";"Limousine";"Diesel";"5 Sitzplätze";"Hinterrad";"Automatisches";2549;2938
"Zürich";"Limousine";"Diesel";"5 Sitzplätze";"Hinterrad";"Manuelles";1973;2155
"Zürich";"Limousine";"Diesel";"5 Sitzplätze";"Hinterrad";"Übrige";12;15
"Zürich";"Limousine";"Diesel";"5 Sitzplätze";"Allrad";"Automatisches";4472;5432
"Zürich";"Limousine";"Diesel";"5 Sitzplätze";"Allrad";"Manuelles";3609;4281
"Zürich";"Limousine";"Diesel";"5 Sitzplätze";"Allrad";"Übrige";6;10
"Zürich";"Limousine";"Diesel";"6 Sitzplätze";"Vorderrad";"Automatisches";346;336
"Zürich";"Limousine";"Diesel";"6 Sitzplätze";"Vorderrad";"Manuelles";694;760
"Zürich";"Limousine";"Diesel";"6 Sitzplätze";"Vorderrad";"Übrige";0;0
"Zürich";"Limousine";"Diesel";"6 Sitzplätze";"Hinterrad";"Automatisches";114;155
"Zürich";"Limousine";"Diesel";"6 Sitzplätze";"Hinterrad";"Manuelles";90;109
"Zürich";"Limousine";"Diesel";"6 Sitzplätze";"Hinterrad";"Übrige";1;2
"Zürich";"Limousine";"Diesel";"6 Sitzplätze";"Allrad";"Automatisches";40;79
"Zürich";"Limousine";"Diesel";"6 Sitzplätze";"Allrad";"Manuelles";185;189
"Zürich";"Limousine";"Diesel";"6 Sitzplätze";"Allrad";"Übrige";0;0
"Zürich";"Limousine";"Diesel";"7 Sitzplätze";"Vorderrad";"Automatisches";1524;1885
"Zürich";"Limousine";"Diesel";"7 Sitzplätze";"Vorderrad";"Manuelles";4839;5797
"Zürich";"Limousine";"Diesel";"7 Sitzplätze";"Vorderrad";"Übrige";0;1
"Zürich";"Limousine";"Diesel";"7 Sitzplätze";"Hinterrad";"Automatisches";75;112
"Zürich";"Limousine";"Diesel";"7 Sitzplätze";"Hinterrad";"Manuelles";56;64
"Zürich";"Limousine";"Diesel";"7 Sitzplätze";"Hinterrad";"Übrige";3;3
"Zürich";"Limousine";"Diesel";"7 Sitzplätze";"Allrad";"Automatisches";773;1051
"Zürich";"Limousine";"Diesel";"7 Sitzplätze";"Allrad";"Manuelles";1001;1101
"Zürich";"Limousine";"Diesel";"7 Sitzplätze";"Allrad";"Übrige";1;1
"Zürich";"Limousine";"Diesel";"8 Sitzplätze";"Vorderrad";"Automatisches";163;195
"Zürich";"Limousine";"Diesel";"8 Sitzplätze";"Vorderrad";"Manuelles";554;644
"Zürich";"Limousine";"Diesel";"8 Sitzplätze";"Vorderrad";"Übrige";0;0
"Zürich";"Limousine";"Diesel";"8 Sitzplätze";"Hinterrad";"Automatisches";78;98
"Zürich";"Limousine";"Diesel";"8 Sitzplätze";"Hinterrad";"Manuelles";54;60
"Zürich";"Limousine";"Diesel";"8 Sitzplätze";"Hinterrad";"Übrige";1;1
"Zürich";"Limousine";"Diesel";"8 Sitzplätze";"Allrad";"Automatisches";53;63
"Zürich";"Limousine";"Diesel";"8 Sitzplätze";"Allrad";"Manuelles";95;101
"Zürich";"Limousine";"Diesel";"8 Sitzplätze";"Allrad";"Übrige";1;1
"Zürich";"Limousine";"Diesel";"9 Sitzplätze";"Vorderrad";"Automatisches";54;62
"Zürich";"Limousine";"Diesel";"9 Sitzplätze";"Vorderrad";"Manuelles";799;925
"Zürich";"Limousine";"Diesel";"9 Sitzplätze";"Vorderrad";"Übrige";0;0
"Zürich";"Limousine";"Diesel";"9 Sitzplätze";"Hinterrad";"Automatisches";25;25
"Zürich";"Limousine";"Diesel";"9 Sitzplätze";"Hinterrad";"Manuelles";219;258
"Zürich";"Limousine";"Diesel";"9 Sitzplätze";"Hinterrad";"Übrige";0;0
"Zürich";"Limousine";"Diesel";"9 Sitzplätze";"Allrad";"Automatisches";7;13
"Zürich";"Limousine";"Diesel";"9 Sitzplätze";"Allrad";"Manuelles";362;377
"Zürich";"Limousine";"Diesel";"9 Sitzplätze";"Allrad";"Übrige";0;0
"Zürich";"Limousine";"Elektrisch";"2 Sitzplätze";"Vorderrad";"Automatisches";7;7
"Zürich";"Limousine";"Elektrisch";"2 Sitzplätze";"Vorderrad";"Manuelles";6;3
"Zürich";"Limousine";"Elektrisch";"2 Sitzplätze";"Vorderrad";"Übrige";0;1
"Zürich";"Limousine";"Elektrisch";"2 Sitzplätze";"Hinterrad";"Automatisches";4;3
"Zürich";"Limousine";"Elektrisch";"2 Sitzplätze";"Hinterrad";"Manuelles";7;6
"Zürich";"Limousine";"Elektrisch";"2 Sitzplätze";"Hinterrad";"Übrige";0;0
"Zürich";"Limousine";"Elektrisch";"2 Sitzplätze";"Allrad";"Automatisches";0;0
"Zürich";"Limousine";"Elektrisch";"2 Sitzplätze";"Allrad";"Manuelles";0;0
"Zürich";"Limousine";"Elektrisch";"2 Sitzplätze";"Allrad";"Übrige";0;0
"Zürich";"Limousine";"Elektrisch";"3 Sitzplätze";"Vorderrad";"Automatisches";0;0
"Zürich";"Limousine";"Elektrisch";"3 Sitzplätze";"Vorderrad";"Manuelles";0;0
"Zürich";"Limousine";"Elektrisch";"3 Sitzplätze";"Vorderrad";"Übrige";0;0
"Zürich";"Limousine";"Elektrisch";"3 Sitzplätze";"Hinterrad";"Automatisches";0;0
"Zürich";"Limousine";"Elektrisch";"3 Sitzplätze";"Hinterrad";"Manuelles";0;0
"Zürich";"Limousine";"Elektrisch";"3 Sitzplätze";"Hinterrad";"Übrige";0;0
"Zürich";"Limousine";"Elektrisch";"3 Sitzplätze";"Allrad";"Automatisches";0;0
"Zürich";"Limousine";"Elektrisch";"3 Sitzplätze";"Allrad";"Manuelles";0;0
"Zürich";"Limousine";"Elektrisch";"3 Sitzplätze";"Allrad";"Übrige";0;0
"Zürich";"Limousine";"Elektrisch";"4 Sitzplätze";"Vorderrad";"Automatisches";9;6
"Zürich";"Limousine";"Elektrisch";"4 Sitzplätze";"Vorderrad";"Manuelles";3;3
"Zürich";"Limousine";"Elektrisch";"4 Sitzplätze";"Vorderrad";"Übrige";0;0
"Zürich";"Limousine";"Elektrisch";"4 Sitzplätze";"Hinterrad";"Automatisches";0;0
"Zürich";"Limousine";"Elektrisch";"4 Sitzplätze";"Hinterrad";"Manuelles";0;0
"Zürich";"Limousine";"Elektrisch";"4 Sitzplätze";"Hinterrad";"Übrige";0;0
"Zürich";"Limousine";"Elektrisch";"4 Sitzplätze";"Allrad";"Automatisches";0;0
"Zürich";"Limousine";"Elektrisch";"4 Sitzplätze";"Allrad";"Manuelles";0;0
"Zürich";"Limousine";"Elektrisch";"4 Sitzplätze";"Allrad";"Übrige";0;1
"Zürich";"Limousine";"Elektrisch";"5 Sitzplätze";"Vorderrad";"Automatisches";0;0
"Zürich";"Limousine";"Elektrisch";"5 Sitzplätze";"Vorderrad";"Manuelles";1;1
"Zürich";"Limousine";"Elektrisch";"5 Sitzplätze";"Vorderrad";"Übrige";0;1
"Zürich";"Limousine";"Elektrisch";"5 Sitzplätze";"Hinterrad";"Automatisches";0;0
"Zürich";"Limousine";"Elektrisch";"5 Sitzplätze";"Hinterrad";"Manuelles";0;0
"Zürich";"Limousine";"Elektrisch";"5 Sitzplätze";"Hinterrad";"Übrige";0;0
"Zürich";"Limousine";"Elektrisch";"5 Sitzplätze";"Allrad";"Automatisches";0;0
"Zürich";"Limousine";"Elektrisch";"5 Sitzplätze";"Allrad";"Manuelles";0;0
"Zürich";"Limousine";"Elektrisch";"5 Sitzplätze";"Allrad";"Übrige";0;0
"Zürich";"Limousine";"Elektrisch";"6 Sitzplätze";"Vorderrad";"Automatisches";0;0
"Zürich";"Limousine";"Elektrisch";"6 Sitzplätze";"Vorderrad";"Manuelles";0;0
"Zürich";"Limousine";"Elektrisch";"6 Sitzplätze";"Vorderrad";"Übrige";0;0
"Zürich";"Limousine";"Elektrisch";"6 Sitzplätze";"Hinterrad";"Automatisches";0;0
"Zürich";"Limousine";"Elektrisch";"6 Sitzplätze";"Hinterrad";"Manuelles";0;0
"Zürich";"Limousine";"Elektrisch";"6 Sitzplätze";"Hinterrad";"Übrige";0;0
"Zürich";"Limousine";"Elektrisch";"6 Sitzplätze";"Allrad";"Automatisches";0;0
"Zürich";"Limousine";"Elektrisch";"6 Sitzplätze";"Allrad";"Manuelles";0;0
"Zürich";"Limousine";"Elektrisch";"6 Sitzplätze";"Allrad";"Übrige";0;0
"Zürich";"Limousine";"Elektrisch";"7 Sitzplätze";"Vorderrad";"Automatisches";0;0
"Zürich";"Limousine";"Elektrisch";"7 Sitzplätze";"Vorderrad";"Manuelles";0;0
"Zürich";"Limousine";"Elektrisch";"7 Sitzplätze";"Vorderrad";"Übrige";0;0
"Zürich";"Limousine";"Elektrisch";"7 Sitzplätze";"Hinterrad";"Automatisches";0;0
"Zürich";"Limousine";"Elektrisch";"7 Sitzplätze";"Hinterrad";"Manuelles";0;0
"Zürich";"Limousine";"Elektrisch";"7 Sitzplätze";"Hinterrad";"Übrige";0;0
"Zürich";"Limousine";"Elektrisch";"7 Sitzplätze";"Allrad";"Automatisches";0;0
"Zürich";"Limousine";"Elektrisch";"7 Sitzplätze";"Allrad";"Manuelles";0;0
"Zürich";"Limousine";"Elektrisch";"7 Sitzplätze";"Allrad";"Übrige";0;0
"Zürich";"Limousine";"Elektrisch";"8 Sitzplätze";"Vorderrad";"Automatisches";0;0
"Zürich";"Limousine";"Elektrisch";"8 Sitzplätze";"Vorderrad";"Manuelles";0;0
"Zürich";"Limousine";"Elektrisch";"8 Sitzplätze";"Vorderrad";"Übrige";0;0
"Zürich";"Limousine";"Elektrisch";"8 Sitzplätze";"Hinterrad";"Automatisches";0;0
"Zürich";"Limousine";"Elektrisch";"8 Sitzplätze";"Hinterrad";"Manuelles";0;0
"Zürich";"Limousine";"Elektrisch";"8 Sitzplätze";"Hinterrad";"Übrige";0;0
"Zürich";"Limousine";"Elektrisch";"8 Sitzplätze";"Allrad";"Automatisches";0;0
"Zürich";"Limousine";"Elektrisch";"8 Sitzplätze";"Allrad";"Manuelles";0;0
"Zürich";"Limousine";"Elektrisch";"8 Sitzplätze";"Allrad";"Übrige";0;0
"Zürich";"Limousine";"Elektrisch";"9 Sitzplätze";"Vorderrad";"Automatisches";0;0
"Zürich";"Limousine";"Elektrisch";"9 Sitzplätze";"Vorderrad";"Manuelles";0;0
"Zürich";"Limousine";"Elektrisch";"9 Sitzplätze";"Vorderrad";"Übrige";0;0
"Zürich";"Limousine";"Elektrisch";"9 Sitzplätze";"Hinterrad";"Automatisches";0;0
"Zürich";"Limousine";"Elektrisch";"9 Sitzplätze";"Hinterrad";"Manuelles";0;0
"Zürich";"Limousine";"Elektrisch";"9 Sitzplätze";"Hinterrad";"Übrige";0;0
"Zürich";"Limousine";"Elektrisch";"9 Sitzplätze";"Allrad";"Automatisches";0;0
"Zürich";"Limousine";"Elektrisch";"9 Sitzplätze";"Allrad";"Manuelles";0;0
"Zürich";"Limousine";"Elektrisch";"9 Sitzplätze";"Allrad";"Übrige";0;0
"Zürich";"Limousine";"Andere";"2 Sitzplätze";"Vorderrad";"Automatisches";0;0
"Zürich";"Limousine";"Andere";"2 Sitzplätze";"Vorderrad";"Manuelles";1;2
"Zürich";"Limousine";"Andere";"2 Sitzplätze";"Vorderrad";"Übrige";0;0
"Zürich";"Limousine";"Andere";"2 Sitzplätze";"Hinterrad";"Automatisches";0;0
"Zürich";"Limousine";"Andere";"2 Sitzplätze";"Hinterrad";"Manuelles";2;2
"Zürich";"Limousine";"Andere";"2 Sitzplätze";"Hinterrad";"Übrige";0;0
"Zürich";"Limousine";"Andere";"2 Sitzplätze";"Allrad";"Automatisches";0;0
"Zürich";"Limousine";"Andere";"2 Sitzplätze";"Allrad";"Manuelles";0;0
"Zürich";"Limousine";"Andere";"2 Sitzplätze";"Allrad";"Übrige";1;0
"Zürich";"Limousine";"Andere";"3 Sitzplätze";"Vorderrad";"Automatisches";0;0
"Zürich";"Limousine";"Andere";"3 Sitzplätze";"Vorderrad";"Manuelles";0;0
"Zürich";"Limousine";"Andere";"3 Sitzplätze";"Vorderrad";"Übrige";0;0
"Zürich";"Limousine";"Andere";"3 Sitzplätze";"Hinterrad";"Automatisches";0;0
"Zürich";"Limousine";"Andere";"3 Sitzplätze";"Hinterrad";"Manuelles";0;0
"Zürich";"Limousine";"Andere";"3 Sitzplätze";"Hinterrad";"Übrige";0;0
"Zürich";"Limousine";"Andere";"3 Sitzplätze";"Allrad";"Automatisches";0;0
"Zürich";"Limousine";"Andere";"3 Sitzplätze";"Allrad";"Manuelles";0;0
"Zürich";"Limousine";"Andere";"3 Sitzplätze";"Allrad";"Übrige";0;0
"Zürich";"Limousine";"Andere";"4 Sitzplätze";"Vorderrad";"Automatisches";0;0
"Zürich";"Limousine";"Andere";"4 Sitzplätze";"Vorderrad";"Manuelles";4;46
"Zürich";"Limousine";"Andere";"4 Sitzplätze";"Vorderrad";"Übrige";0;0
"Zürich";"Limousine";"Andere";"4 Sitzplätze";"Hinterrad";"Automatisches";1;3
"Zürich";"Limousine";"Andere";"4 Sitzplätze";"Hinterrad";"Manuelles";1;2
"Zürich";"Limousine";"Andere";"4 Sitzplätze";"Hinterrad";"Übrige";0;0
"Zürich";"Limousine";"Andere";"4 Sitzplätze";"Allrad";"Automatisches";0;0
"Zürich";"Limousine";"Andere";"4 Sitzplätze";"Allrad";"Manuelles";1;1
"Zürich";"Limousine";"Andere";"4 Sitzplätze";"Allrad";"Übrige";0;2
"Zürich";"Limousine";"Andere";"5 Sitzplätze";"Vorderrad";"Automatisches";478;474
"Zürich";"Limousine";"Andere";"5 Sitzplätze";"Vorderrad";"Manuelles";161;336
"Zürich";"Limousine";"Andere";"5 Sitzplätze";"Vorderrad";"Übrige";82;616
"Zürich";"Limousine";"Andere";"5 Sitzplätze";"Hinterrad";"Automatisches";17;28
"Zürich";"Limousine";"Andere";"5 Sitzplätze";"Hinterrad";"Manuelles";1;2
"Zürich";"Limousine";"Andere";"5 Sitzplätze";"Hinterrad";"Übrige";1;16
"Zürich";"Limousine";"Andere";"5 Sitzplätze";"Allrad";"Automatisches";128;142
"Zürich";"Limousine";"Andere";"5 Sitzplätze";"Allrad";"Manuelles";3;5
"Zürich";"Limousine";"Andere";"5 Sitzplätze";"Allrad";"Übrige";62;244
"Zürich";"Limousine";"Andere";"6 Sitzplätze";"Vorderrad";"Automatisches";0;0
"Zürich";"Limousine";"Andere";"6 Sitzplätze";"Vorderrad";"Manuelles";112;115
"Zürich";"Limousine";"Andere";"6 Sitzplätze";"Vorderrad";"Übrige";0;0
"Zürich";"Limousine";"Andere";"6 Sitzplätze";"Hinterrad";"Automatisches";0;0
"Zürich";"Limousine";"Andere";"6 Sitzplätze";"Hinterrad";"Manuelles";0;0
"Zürich";"Limousine";"Andere";"6 Sitzplätze";"Hinterrad";"Übrige";0;0
"Zürich";"Limousine";"Andere";"6 Sitzplätze";"Allrad";"Automatisches";0;0
"Zürich";"Limousine";"Andere";"6 Sitzplätze";"Allrad";"Manuelles";0;0
"Zürich";"Limousine";"Andere";"6 Sitzplätze";"Allrad";"Übrige";0;1
"Zürich";"Limousine";"Andere";"7 Sitzplätze";"Vorderrad";"Automatisches";1;1
"Zürich";"Limousine";"Andere";"7 Sitzplätze";"Vorderrad";"Manuelles";106;210
"Zürich";"Limousine";"Andere";"7 Sitzplätze";"Vorderrad";"Übrige";0;0
"Zürich";"Limousine";"Andere";"7 Sitzplätze";"Hinterrad";"Automatisches";0;0
"Zürich";"Limousine";"Andere";"7 Sitzplätze";"Hinterrad";"Manuelles";0;0
"Zürich";"Limousine";"Andere";"7 Sitzplätze";"Hinterrad";"Übrige";0;0
"Zürich";"Limousine";"Andere";"7 Sitzplätze";"Allrad";"Automatisches";0;0
"Zürich";"Limousine";"Andere";"7 Sitzplätze";"Allrad";"Manuelles";0;0
"Zürich";"Limousine";"Andere";"7 Sitzplätze";"Allrad";"Übrige";0;2
"Zürich";"Limousine";"Andere";"8 Sitzplätze";"Vorderrad";"Automatisches";0;0
"Zürich";"Limousine";"Andere";"8 Sitzplätze";"Vorderrad";"Manuelles";5;4
"Zürich";"Limousine";"Andere";"8 Sitzplätze";"Vorderrad";"Übrige";0;0
"Zürich";"Limousine";"Andere";"8 Sitzplätze";"Hinterrad";"Automatisches";0;0
"Zürich";"Limousine";"Andere";"8 Sitzplätze";"Hinterrad";"Manuelles";0;0
"Zürich";"Limousine";"Andere";"8 Sitzplätze";"Hinterrad";"Übrige";0;0
"Zürich";"Limousine";"Andere";"8 Sitzplätze";"Allrad";"Automatisches";0;0
"Zürich";"Limousine";"Andere";"8 Sitzplätze";"Allrad";"Manuelles";0;0
"Zürich";"Limousine";"Andere";"8 Sitzplätze";"Allrad";"Übrige";0;0
"Zürich";"Limousine";"Andere";"9 Sitzplätze";"Vorderrad";"Automatisches";0;0
"Zürich";"Limousine";"Andere";"9 Sitzplätze";"Vorderrad";"Manuelles";3;3
"Zürich";"Limousine";"Andere";"9 Sitzplätze";"Vorderrad";"Übrige";0;0
"Zürich";"Limousine";"Andere";"9 Sitzplätze";"Hinterrad";"Automatisches";0;0
"Zürich";"Limousine";"Andere";"9 Sitzplätze";"Hinterrad";"Manuelles";0;0
"Zürich";"Limousine";"Andere";"9 Sitzplätze";"Hinterrad";"Übrige";0;0
"Zürich";"Limousine";"Andere";"9 Sitzplätze";"Allrad";"Automatisches";0;0
"Zürich";"Limousine";"Andere";"9 Sitzplätze";"Allrad";"Manuelles";0;0
"Zürich";"Limousine";"Andere";"9 Sitzplätze";"Allrad";"Übrige";0;0
"Zürich";"Stationswagen";"Benzin";"2 Sitzplätze";"Vorderrad";"Automatisches";2;1
"Zürich";"Stationswagen";"Benzin";"2 Sitzplätze";"Vorderrad";"Manuelles";6;5
"Zürich";"Stationswagen";"Benzin";"2 Sitzplätze";"Vorderrad";"Übrige";0;0
"Zürich";"Stationswagen";"Benzin";"2 Sitzplätze";"Hinterrad";"Automatisches";4;4
