,Unnamed: 0,country,ccode,verified,year,month,day,source,mcgowan,csp,bs,banks,moreno,finer,janowitz,kennedy,ferguson,okane,thompson,luttwak,lunde,world_hand,combined,no_evidence,rebellion,no_overt,legal,no_exec,protest,autogolpe,assasination,invasion,unclear,id
46,1975,Thailand,800,,1951,11,-9,New York Times. various,,,,,,,,2.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,46
47,1974,Thailand,800,,1951,7,1,"New York Times. Jun 30, 1951",,,,,,,,,,,,,,1.0,1,0,0,0,0,0,0,0,0,0,0,47
48,1718,Syria,652,,1951,11,28,"New York Times. Nov 29, 1951",,,,,,,,,,,,2.0,,2.0,1,0,0,0,0,0,0,0,0,0,0,48
49,1715,Syria,652,,1951,-9,-9,"New York Times. Nov 29, 1951",,,2.0,2.0,,,,,2.0,2.0,,,,,1,0,0,0,0,0,0,0,0,0,0,49
50,1716,Syria,652,,1951,9,30,none,,,,,,,,,,,,,,2.0,0,1,0,0,0,0,0,0,0,0,0,50
51,1717,Syria,652,,1951,11,-9,"New York Times. Nov 29, 1951",,,,,,,2.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,51
52,479,Bolivia,145,,1951,-9,-9,"New York Times. May 17, 1951",,,2.0,,,,,,,2.0,,,,,1,0,0,0,0,0,0,0,0,0,0,52
53,480,Bolivia,145,,1951,5,-9,"New York Times. May 17, 1951",,,,,,,2.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,53
54,481,Bolivia,145,2.0,1951,5,16,"New York Times. May 17, 1951",,,2.0,,2.0,,2.0,,,2.0,2.0,,,2.0,0,0,0,0,0,0,0,0,0,0,0,54
55,482,Bolivia,145,,1951,5,17,"New York Times. May 17, 1951",,,,,,,,,,,,,,2.0,1,0,0,0,0,0,0,0,0,0,0,55
56,483,Bolivia,145,,1951,9,4,"New York Times. Sep 4, 1951",,,,,,,,,,,,,,1.0,0,0,0,1,0,0,0,0,0,0,0,56
57,484,Bolivia,145,,1951,12,18,"New York Times. Dec 18, 1951",,,,,,,,,,,,,,1.0,0,0,0,1,0,0,0,0,0,0,0,57
58,1971,Thailand,800,,1951,-9,-9,New York Times. various,,,1.0,2.0,,,,,2.0,2.0,,,,,1,0,0,0,0,0,0,0,0,0,0,58
59,1976,Thailand,800,2.0,1951,11,29,"New York Times. Nov 30, 1951",,,,2.0,,,,2.0,2.0,2.0,2.0,2.0,,2.0,0,0,0,0,0,0,0,0,0,0,0,59
60,1972,Thailand,800,,1951,6,-9,New York Times. various,,,,,,,,1.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,60
61,1964,Nepal,790,,1952,1,22,"New York Times (1857-Current file). Jan 24, 1952. p. 3",,,,,,,,,,,,,,1.0,0,0,1,0,0,0,0,0,0,0,0,61
62,0,Cuba,40,,1952,-9,-9,"New York Times. Mar 11, 1952. p. 13",,,2.0,2.0,,,,,2.0,2.0,,,,,1,0,0,0,0,0,0,0,0,0,0,62
63,316,Venezuela,101,1.0,1952,9,29,"New York Times. Sep 30, 1952. p. 12",,,,,,,,,,,1.0,,,1.0,0,0,0,0,0,0,0,0,0,0,0,63
64,1508,Tunisia,616,,1952,3,27,"New York Times. Mar 27, 1952",,,,,,,,,,,,,,2.0,0,0,0,0,0,0,0,1,0,0,0,64
65,1588,Iran,630,,1952,-9,-9,"New York Times. Oct 14, 1952",,,2.0,2.0,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,65
66,1693,Egypt,651,,1952,-9,-9,"New York Times. Jul 24, 1952",,,2.0,2.0,,,,,2.0,2.0,,,,,1,0,0,0,0,0,0,0,0,0,0,66
67,1694,Egypt,651,,1952,-9,-9,"New York Times. Jul 24, 1952",,,2.0,2.0,,,,,2.0,2.0,,,,,1,0,0,0,0,0,0,0,0,0,0,67
68,1695,Egypt,651,,1952,7,-9,"New York Times. Jul 24, 1952",,,,,,,2.0,2.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,68
69,1696,Egypt,651,2.0,1952,7,23,"New York Times. Jul 24, 1952",,,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,0,0,0,0,0,0,0,0,0,0,0,69
70,1697,Egypt,651,,1952,7,24,"New York Times. Jul 24, 1952",,,,,,,,,,,,,,2.0,1,0,0,0,0,0,0,0,0,0,0,70
71,1698,Egypt,651,,1952,7,27,"New York Times. Jul 24, 1952",,,,,,,,,,,,,,2.0,1,0,0,0,0,0,0,0,0,0,0,71
72,488,Bolivia,145,,1952,4,17,"New York Times. April 10&12, 1952",,,,,,,,,,,,,,2.0,1,0,0,0,0,0,0,0,0,0,0,72
73,487,Bolivia,145,2.0,1952,4,9,"New York Times. April 10&12, 1952",,,,2.0,2.0,,2.0,2.0,2.0,,2.0,2.0,,,0,0,0,0,0,0,0,0,0,0,0,73
74,486,Bolivia,145,,1952,4,-9,"New York Times. April 10&12, 1952",,,,,,,2.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,74
75,485,Bolivia,145,,1952,-9,-9,"New York Times. April 10&12, 1952",,,,2.0,,,,2.0,2.0,,,,,,1,0,0,0,0,0,0,0,0,0,0,75
76,381,Ecuador,130,,1952,12,12,"New York Times. Dec 12, 13, 1952",,,,,,,,,,,,,,1.0,0,0,0,1,0,0,0,0,0,0,0,76
77,380,Ecuador,130,,1952,5,28,"New York Times. May 29, 30, 1952",,,,,,,,,,,,,,1.0,0,0,0,1,0,0,0,0,0,0,0,77
78,379,Ecuador,130,1.0,1952,3,3,"New York Times. Mar 4, 1952",,,,,,,,,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,78
79,320,Venezuela,101,,1952,12,3,"New York Times. Dec 3, 1952",,,,,,,,,,,,,,2.0,1,0,0,0,0,0,0,0,0,0,0,79
80,319,Venezuela,101,,1952,12,-9,"New York Times. Dec 3, 1952",,,,,,,2.0,,,,,,,2.0,0,0,0,0,0,0,0,1,0,0,0,80
81,318,Venezuela,101,,1952,11,30,"New York Times. Nov 30, 1952. p. 36",,,,,,,,,,,2.0,,,,0,0,0,0,1,0,0,0,0,0,0,81
82,317,Venezuela,101,,1952,9,30,"New York Times. Sep 30, 1952. p. 12",,,,,,,,,,,,,,1.0,1,0,0,0,0,0,0,0,0,0,0,82
83,315,Venezuela,101,,1952,-9,-9,unclear,,,2.0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,83
84,2110,Indonesia,850,,1952,10,-9,New York Times. various,,,,,,,,1.0,,,,,,,0,0,0,0,0,0,1,0,0,0,0,84
85,1775,Lebanon,660,,1952,9,-9,"New York Times. Sep 27, 1952",,,,,,,,2.0,,,,,,,0,0,0,0,1,0,0,0,0,0,0,85
86,1,Cuba,40,,1952,3,-9,"New York Times. Mar 11, 1952. p. 13",,,,,,,2.0,2.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,86
87,3,Cuba,40,,1952,3,11,"New York Times. Mar 11, 1952. p. 13",,,,,,,,,,,,,,2.0,1,0,0,0,0,0,0,0,0,0,0,87
88,2,Cuba,40,2.0,1952,3,10,"New York Times. Mar 11, 1952. p. 13",,,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,,,2.0,0,0,0,0,0,0,0,0,0,0,0,88
89,4,Cuba,40,,1952,4,9,none,,,,,,,,,,,,2.0,,,0,1,0,0,0,0,0,0,0,0,0,89
90,1592,Iran,630,,1953,8,17,New York Times. various,,,,,,,,,,,,,,1.0,1,0,0,0,0,0,0,0,0,0,0,90
91,489,Bolivia,145,1.0,1953,1,6,"New York Times. Jan 17, 1953. pg. 14.",,,,,,,,,,,1.0,,,1.0,0,0,0,0,0,0,0,0,0,0,0,91
92,5,Cuba,40,,1953,7,27,"New York Times. July 27, 1953. pg. 1",,,,,,,,,,,,,,1.0,0,0,1,0,0,0,0,0,0,0,0,92
93,1474,Morocco,600,,1953,8,21,New York Times. various,,,,,,,,,,,,,,2.0,0,0,1,0,0,0,0,0,0,0,0,93
94,492,Bolivia,145,,1953,11,9,"New York Times. Nov 10, 1953. pg. 5.",,,,,,,,,,,1.0,,,1.0,0,0,1,0,0,0,0,0,0,0,0,94
95,493,Bolivia,145,,1953,11,10,"New York Times. Nov 10, 1953. pg. 5.",,,,,,,,,,,,,,1.0,1,0,0,0,0,0,0,0,0,0,0,95
96,722,"Germany, FR",260,,1953,1,16,"New York Times. Jan 16, 1953",,,,,,,,,,,,,,1.0,0,0,0,1,0,0,0,0,0,0,0,96
97,286,Colombia,100,,1953,-9,-9,"New York Times. Jun 14, 1953",,,2.0,2.0,,,,,,2.0,,,,,1,0,0,0,0,0,0,0,0,0,0,97
98,287,Colombia,100,,1953,6,-9,"New York Times. Jun 14, 1953",,,,,,,2.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,98
99,288,Colombia,100,2.0,1953,6,13,"New York Times. Jun 14, 1953",,,2.0,2.0,2.0,,2.0,,,2.0,2.0,,,2.0,0,0,0,0,0,0,0,0,0,0,0,99
100,289,Colombia,100,,1953,6,14,"New York Times. Jun 14, 1953",,,,,,,,,,,,,,2.0,1,0,0,0,0,0,0,0,0,0,0,100
101,723,"Germany, DR",265,,1953,6,18,New York Times. various,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,1,0,0,0,0,101
102,491,Bolivia,145,,1953,6,20,"New York Times. June 23, 1953. pg. 6.",,,,,,,,,,,1.0,,,,0,0,0,1,0,0,0,0,0,0,0,102
103,1720,Syria,652,,1953,1,7,none,,,,,,,,,,,,,,1.0,0,1,0,0,0,0,0,0,0,0,0,103
104,106,Guatemala,90,,1953,3,30,"New York Times. Mar 30, 1953",,,,,,,,,,,,,,1.0,1,0,0,0,0,0,0,0,0,0,0,104
105,1593,Iran,630,,1953,8,20,New York Times. various,,,,,,,,,,,,,,2.0,1,0,0,0,0,0,0,0,0,0,0,105
106,490,Bolivia,145,,1953,1,7,"New York Times. Jan 17, 1953. pg. 14.",,,,,,,,,,,,,,1.0,1,0,0,0,0,0,0,0,0,0,0,106
107,1591,Iran,630,2.0,1953,8,13,New York Times. various,,,2.0,2.0,,,2.0,2.0,,2.0,2.0,,,2.0,0,0,0,0,0,0,0,0,0,0,0,107
108,1590,Iran,630,,1953,8,-9,New York Times. various,,,,,,,2.0,2.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,108
109,1589,Iran,630,,1953,-9,-9,New York Times. various,,,2.0,2.0,,,,,,2.0,,,,,1,0,0,0,0,0,0,0,0,0,0,109
110,1699,Egypt,651,,1953,1,17,"New York Times. Jan 17, 1953",,,,,,,,,,,,,,1.0,0,0,0,1,0,0,0,0,0,0,0,110
111,105,Guatemala,90,,1953,3,29,"New York Times. Mar 30, 1953",,,,,,,,,,,1.0,,,1.0,0,0,1,0,0,0,0,0,0,0,0,111
112,452,Brazil,140,,1954,8,-9,"New York Times. Aug 24, 1954",,,,,,,2.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,112
113,454,Brazil,140,,1954,8,25,"New York Times. Aug 25, 1954",,,,,,,,,,,,,,2.0,0,0,0,1,0,0,0,0,0,0,0,113
114,1725,Syria,652,,1954,2,26,"New York Times. Feb 26, 1954",,,,,,,,,,,,,,2.0,1,0,0,0,0,0,0,0,0,0,0,114
115,382,Ecuador,130,1.0,1954,12,23,"New York Times. Dec 24, 1954",,,,,,,,,,,1.0,,,1.0,0,0,0,0,0,0,0,0,0,0,0,115
116,583,Paraguay,150,,1954,5,7,"New York Times, May 6&7, 1954",,,,,,,,,,,,,,2.0,1,0,0,0,0,0,0,0,0,0,0,116
117,383,Ecuador,130,,1954,12,24,"New York Times. Dec 24, 1954",,,,,,,,,,,,,,1.0,1,0,0,0,0,0,0,0,0,0,0,117
118,579,Paraguay,150,,1954,-9,-9,"New York Times, May 6&7, 1954",,,2.0,2.0,,,,,2.0,2.0,,,,,1,0,0,0,0,0,0,0,0,0,0,118
119,1704,Egypt,651,,1954,11,15,"New York Times. Nov 15, 1954",,,,,,,,,,,,,,2.0,0,0,0,0,0,1,0,0,0,0,0,119
120,151,Honduras,91,,1954,12,6,"New York Times. Dec 6, 1954",,,,,2.0,,,,,,,,,2.0,0,0,0,0,0,0,0,1,0,0,0,120
121,1722,Syria,652,,1954,1,29,"New York Times. Jan 29, 1954",,,,,,,,,,,,,,1.0,0,0,1,0,0,0,0,0,0,0,0,121
122,1723,Syria,652,,1954,2,-9,"New York Times. Feb 26, 1954",,,,,,,2.0,2.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,122
123,1724,Syria,652,2.0,1954,2,25,"New York Times. Feb 26, 1954",,,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,0,0,0,0,0,0,0,0,0,0,0,123
124,427,Peru,135,1.0,1954,8,10,"New York Times. Aug 11, 1954",,,,,,,,,,,1.0,,,1.0,0,0,0,0,0,0,0,0,0,0,0,124
125,453,Brazil,140,,1954,8,22,"New York Times. Aug 24, 1954",,,,,,,2.0,,,,2.0,,,,0,0,0,0,1,0,0,0,0,0,0,125
126,428,Peru,135,,1954,8,11,"New York Times. Aug 11, 1954",,,,,,,,,,,,,,1.0,1,0,0,0,0,0,0,0,0,0,0,126
127,581,Paraguay,150,,1954,5,4,"New York Times, May 6&7, 1954",,,,,,,,,,,2.0,,,,1,0,0,0,0,0,0,0,0,0,0,127
128,580,Paraguay,150,,1954,5,-9,"New York Times, May 6&7, 1954",,,,,,,2.0,2.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,128
129,730,Albania,339,,1954,1,1,none,,,,,,,,,,,,,,1.0,0,1,0,0,0,0,0,0,0,0,0,129
130,582,Paraguay,150,2.0,1954,5,5,"New York Times, May 6&7, 1954",,,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,0,0,0,0,0,0,0,0,0,0,0,130
131,1721,Syria,652,,1954,-9,-9,"New York Times. Feb 26, 1954",,,2.0,2.0,,,,,2.0,2.0,,,,,1,0,0,0,0,0,0,0,0,0,0,131
132,108,Guatemala,90,,1954,6,-9,"New York Times. Jun 28, 1954",,,,,,,2.0,2.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,132
133,109,Guatemala,90,,1954,6,21,"New York Times. Jun 21, 1954",,,,,,,,,,,,,,2.0,1,0,0,0,0,0,0,0,0,0,0,133
134,110,Guatemala,90,,1954,6,27,"New York Times. Jun 28, 1954",,,,,,,,,,,1.0,,,,1,0,0,0,0,0,0,0,0,0,0,134
135,111,Guatemala,90,2.0,1954,6,29,"New York Times. Jun 28, 1954",,,2.0,2.0,2.0,,2.0,2.0,,,2.0,,,2.0,0,0,0,0,0,0,0,0,0,0,0,135
136,112,Guatemala,90,,1954,6,30,"New York Times. Jun 28, 1954",,,,,,,,,,,,,,2.0,1,0,0,0,0,0,0,0,0,0,0,136
137,230,Nicaragua,93,,1954,4,6,"New York Times. Apr 6, 1954",,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,1,0,0,137
138,1783,Jordan,663,,1954,4,-9,none,,,,,,,,1.0,,,,,,,0,1,0,0,0,0,0,0,0,0,0,138
139,1700,Egypt,651,,1954,-9,-9,unclear,,,2.0,2.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,139
140,1701,Egypt,651,,1954,2,25,"New York Times. Feb 28, 1954",,,,,,,,,,,,,,2.0,1,0,0,0,0,0,0,0,0,0,0,140
141,107,Guatemala,90,,1954,-9,-9,"New York Times. Jun 28, 1954",,,2.0,2.0,1.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,141
142,1703,Egypt,651,,1954,3,-9,"New York Times. Mar 9, 1954",,,,,,,2.0,2.0,,,,,,,0,0,0,0,1,0,0,0,0,0,0,142
143,494,Bolivia,145,,1954,11,9,none,,,,,1.0,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,143
144,1702,Egypt,651,2.0,1954,2,27,"New York Times. Feb 28, 1954",,,,,,,,2.0,,,,,,2.0,0,0,0,0,0,0,0,0,0,0,0,144
145,1793,Yemen Arab Republic; N. Yemen,678,,1955,4,6,"New York Times. Apr 3, 1955",,,,,,,,,,,,,,2.0,1,0,0,0,0,0,0,0,0,0,0,145
146,585,Paraguay,150,1.0,1955,12,21,"New York Times. Dec 22, 23, 1955",,,,,,,,,,,1.0,,,1.0,0,0,0,0,0,0,0,0,0,0,0,146
147,584,Paraguay,150,,1955,1,26,"New York Times. Jan 26, 1955",,,,,,,,,,,,,,1.0,0,0,0,1,0,0,0,0,0,0,0,147
148,622,Argentina,160,2.0,1955,9,16,"New York Times. Sept 17, 1955",,,,,2.0,,2.0,,,,2.0,2.0,,2.0,0,0,0,0,0,0,0,0,0,0,0,148
149,623,Argentina,160,,1955,9,17,"New York Times. Sept 17, 1955",,,,,,,,,,,,,,2.0,1,0,0,0,0,0,0,0,0,0,0,149
150,1792,Yemen Arab Republic; N. Yemen,678,,1955,4,3,"New York Times. Apr 3, 1955",,,,,,,,,,,,,,2.0,1,0,0,0,0,0,0,0,0,0,0,150
151,1791,Yemen Arab Republic; N. Yemen,678,1.0,1955,4,2,"New York Times. Apr 3, 1955",,,1.0,,,,,,,,1.0,,,2.0,0,0,0,0,0,0,0,0,0,0,0,151
152,2111,Indonesia,850,,1955,-9,-9,none,,,,,,,,2.0,,,,,,,0,1,0,0,0,0,0,0,0,0,0,152
153,459,Brazil,140,,1955,11,21,"New York Times. Nov 23, 1955",,,,,,,,,,,2.0,,,,0,0,0,0,1,0,0,0,0,0,0,153
154,458,Brazil,140,,1955,11,12,"New York Times. Nov 12, 1955",,,,,,,,,,,,,,2.0,1,0,0,0,0,0,0,0,0,0,0,154
155,457,Brazil,140,2.0,1955,11,11,"New York Times. Nov 12, 1955",,,2.0,,2.0,,2.0,2.0,2.0,,2.0,2.0,,2.0,0,0,0,0,0,0,0,0,0,0,0,155
156,1888,China,710,,1955,6,18,"New York Times (1857-Current file). Jun 19, 1955. p. 28",,,,,,,,,,,,,,1.0,0,0,1,0,0,0,0,0,0,0,0,156
157,455,Brazil,140,,1955,-9,-9,"New York Times. Nov 12, 1955",,,2.0,,,,,,2.0,,,,,,1,0,0,0,0,0,0,0,0,0,0,157
158,625,Argentina,160,2.0,1955,11,13,"New York Times. Nov 14, 1955",,,,,2.0,,2.0,,,,2.0,2.0,,2.0,0,0,0,0,0,0,0,0,0,0,0,158
159,959,Liberia,450,,1955,6,24,"New York Times. June 24, 1955",,,,,,,,,,,,,1.0,,0,0,0,0,0,0,0,0,1,0,0,159
160,626,Argentina,160,,1955,11,14,"New York Times. Nov 14, 1955",,,,,,,,,,,,,,2.0,1,0,0,0,0,0,0,0,0,0,0,160
161,456,Brazil,140,,1955,11,-9,"New York Times. Nov 12, 1955",,,,,,,2.0,2.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,161
162,1475,Morocco,600,,1955,11,6,"New York Times. Nov 6, 1955",,,,,,,,,,,,,,2.0,0,0,0,0,1,0,0,0,0,0,0,162
163,617,Argentina,160,,1955,-9,-9,unclear,,,1.0,2.0,,,,2.0,1.0,2.0,,,,,0,0,0,0,0,0,0,0,0,0,1,163
164,619,Argentina,160,,1955,6,17,"New York Times June 17, 1955",,,,,,,,,,,,,,1.0,1,0,0,0,0,0,0,0,0,0,0,164
165,265,Panama,95,,1955,1,2,"New York Times. Jan 2, 1955",,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,1,0,0,165
166,264,Panama,95,,1955,-9,-9,New York Times. various,,,,,1.0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,166
167,615,Argentina,160,,1955,-9,-9,unclear,,,1.0,2.0,,,,2.0,2.0,2.0,,,,,0,0,0,0,0,0,0,0,0,0,1,167
168,620,Argentina,160,,1955,9,-9,"New York Times. Sept 17, 1955",,,,,,,2.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,168
169,259,Costa Rica,94,,1955,1,27,New York Times. various,,,,,,,,,,,,,,1.0,0,0,1,0,0,0,0,0,0,0,0,169
170,2071,Republic of Vietnam,817,,1955,5,2,New York Times. various,,,,,,,,,,,,,,2.0,1,0,0,0,0,0,0,0,0,0,0,170
171,1525,Sudan,625,1.0,1955,8,18,"New York Times. Aug 20, 1955. p. 3",,,1.0,,,,,,1.0,,,1.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,171
