rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,rowupdate
821,Kepler-1053,b,Transit,1,2.41435165,0.00000254,-0.00000254,0,,,,,,,,,,,,,,,,,,0.087,0.004,-0.004,0,,,,,0,1,0,1,19h25m40.47s,291.418635,+39d07m38.7s,39.127415,171,8.71,-8.49,0,13.156,,0,0,Kepler-band,4529,81.74,-98.25,0,0,0.74,0.03,-0.04,0,0,0.69,0.03,-0.03,0,0,2016-05-10
822,Kepler-1054,b,Transit,1,4.30655689,0.00001426,-0.00001426,0,,,,,,,,,,,,,,,,,,0.235,0.103,-0.047,0,,,,,0,1,0,1,19h22m24.28s,290.601152,+44d33m23.0s,44.556385,1050,453.08,-165.23,0,14.136,,0,0,Kepler-band,6209,106.61,-147.02,0,0,1.22,0.18,-0.1,0,0,1.34,0.58,-0.2,0,0,2016-05-10
823,Kepler-1055,b,Transit,1,2.29503623,0.00000347,-0.00000347,0,,,,,,,,,,,,,,,,,,0.11,0.006,-0.005,0,,,,,0,1,0,1,19h21m56.83s,290.486779,+44d55m57.4s,44.932617,422,21.34,-18.86,0,13.09,,0,0,Kepler-band,5723,76.28,-61.68,0,0,0.98,0.03,-0.04,0,0,0.94,0.04,-0.04,0,0,2016-05-10
824,Kepler-1056,b,Transit,1,27.495606,0.0001457,-0.0001457,0,,,,,,,,,,,,,,,,,,0.269,0.119,-0.054,0,,,,,0,1,0,1,19h58m06.24s,299.52598,+46d53m57.3s,46.899261,971,414.07,-179.4,0,14.55,,0,0,Kepler-band,6127,199.75,-285.27,0,0,1.12,0.2,-0.12,0,0,1.2,0.51,-0.21,0,0,2016-05-10
825,Kepler-1057,b,Transit,1,14.08827448,0.00004045,-0.00004045,0,,,,,,,,,,,,,,,,,,0.3,0.098,-0.046,0,,,,,0,1,0,1,19h49m48.52s,297.452152,+41d33m29.2s,41.558124,1462,514.61,-242.38,0,15.624,,0,0,Kepler-band,5987,293.78,-296.99,0,0,1.07,0.15,-0.11,0,0,1.1,0.36,-0.17,0,0,2016-05-10
826,Kepler-1058,b,Transit,1,110.96546,0.001146,-0.001146,0,,,,,,,,,,,,,,,,,,0.243,0.01,-0.029,0,,,,,0,1,0,1,19h38m22.99s,294.595783,+45d52m30.1s,45.875034,525,27.28,-34.51,0,15.498,,0,0,Kepler-band,4644,89.85,-112.73,0,0,0.73,0.04,-0.05,0,0,0.69,0.03,-0.04,0,0,2016-05-10
827,Kepler-1059,b,Transit,1,3.76419105,0.00000954,-0.00000954,0,,,,,,,,,,,,,,,,,,0.154,0.011,-0.013,0,,,,,0,1,0,1,19h16m52.85s,289.220209,+41d42m23.3s,41.706486,673,39.99,-58.05,0,15.484,,0,0,Kepler-band,4906,81.53,-62.34,0,0,0.75,0.04,-0.06,0,0,0.72,0.04,-0.06,0,0,2016-05-10
828,Kepler-106,b,Transit,4,6.16486,,,0,,,,,,,,,,,,,0.0005,0.0088,-0.0088,0,Mass,0.073,0.01,-0.01,0,1.26,26.26,-26.26,0,0,1,0,1,20h03m27.35s,300.863971,+44d20m15.2s,44.337555,,,,,12.882,,0,0,Kepler-band,5858,114,-114,0,0,1,0.06,-0.06,0,0,1.04,0.17,-0.17,0,0,2014-05-14
829,Kepler-106,c,Transit,4,13.5708,,,0,,,,,,,,,,,,,0.033,0.01,-0.01,0,Mass,0.223,0.029,-0.029,0,3.28,1.56,-1.56,0,0,1,0,1,20h03m27.35s,300.863971,+44d20m15.2s,44.337555,,,,,12.882,,0,0,Kepler-band,5858,114,-114,0,0,1,0.06,-0.06,0,0,1.04,0.17,-0.17,0,0,2014-05-14
830,Kepler-106,d,Transit,4,23.9802,,,0,,,,,,,,,,,,,0.025,,,1,Mass,0.085,0.012,-0.012,0,,,,,0,1,0,1,20h03m27.35s,300.863971,+44d20m15.2s,44.337555,,,,,12.882,,0,0,Kepler-band,5858,114,-114,0,0,1,0.06,-0.06,0,0,1.04,0.17,-0.17,0,0,2014-05-14
831,Kepler-106,e,Transit,4,43.8445,,,0,,,,,,,,,,,,,0.035,0.018,-0.018,0,Mass,0.228,0.029,-0.029,0,3.1,2.07,-2.07,0,0,1,0,1,20h03m27.35s,300.863971,+44d20m15.2s,44.337555,,,,,12.882,,0,0,Kepler-band,5858,114,-114,0,0,1,0.06,-0.06,0,0,1.04,0.17,-0.17,0,0,2014-05-14
832,Kepler-1060,b,Transit,1,46.8779367,0.000305,-0.000305,0,,,,,,,,,,,,,,,,,,0.212,0.04,-0.026,0,,,,,0,1,0,1,19h04m06.05s,286.025189,+39d37m51.3s,39.630929,861,165.87,-101.78,0,14.632,,0,0,Kepler-band,5797,180.98,-198.61,0,0,0.99,0.08,-0.07,0,0,0.99,0.19,-0.11,0,0,2016-05-10
833,Kepler-1061,b,Transit,1,2.75798267,0.00000388,-0.00000388,0,,,,,,,,,,,,,,,,,,0.177,0.01,-0.033,0,,,,,0,1,0,1,19h44m55.20s,296.230004,+50d16m30.8s,50.27523,585,33.45,-28.54,0,13.263,,0,0,Kepler-band,6067,71.81,-59.04,0,0,1.09,0.04,-0.04,0,0,1.07,0.06,-0.05,0,0,2016-05-10
834,Kepler-1062,b,Transit,1,9.30412078,0.00002394,-0.00002394,0,,,,,,,,,,,,,,,,,,0.157,0.008,-0.009,0,,,,,0,1,0,1,18h55m35.86s,283.899402,+41d13m17.8s,41.221607,388,15.95,-16.69,0,14.796,,0,0,Kepler-band,4597,61.91,-73.2,0,0,0.75,0.03,-0.04,0,0,0.7,0.02,-0.03,0,0,2016-05-10
835,Kepler-1063,b,Transit,1,14.07971466,0.00002871,-0.00002871,0,,,,,,,,,,,,,,,,,,0.133,0.036,-0.017,0,,,,,0,1,0,1,19h22m06.42s,290.52675,+38d08m34.7s,38.142973,365,95.13,-48.81,0,12.261,,0,0,Kepler-band,5945,188.84,-155.38,0,0,1.09,0.11,-0.07,0,0,1.14,0.3,-0.14,0,0,2016-05-10
836,Kepler-1064,b,Transit,1,16.54080322,0.00004111,-0.00004111,0,,,,,,,,,,,,,,,,,,0.138,0.006,-0.004,0,,,,,0,1,0,1,19h26m57.99s,291.741637,+37d41m20.2s,37.688934,374,11.51,-11.47,0,13.755,,0,0,Kepler-band,5153,80.62,-59.98,0,0,0.85,0.03,-0.03,0,0,0.79,0.02,-0.02,0,0,2016-05-10
837,Kepler-1065,b,Transit,2,3.60930891,0.0000051,-0.0000051,0,,,,,,,,,,,,,,,,,,0.333,0.057,-0.032,0,,,,,0,1,0,1,19h38m02.70s,294.511258,+38d47m25.8s,38.790501,1078,190.09,-110.73,0,15.54,,0,0,Kepler-band,5635,166.04,-202.38,0,0,0.94,0.07,-0.06,0,0,0.93,0.16,-0.09,0,0,2016-05-10
838,Kepler-1065,c,Transit,2,2.37030743,0.00001691,-0.00001691,0,,,,,,,,,,,,,,,,,,0.143,0.021,-0.015,0,,,,,0,1,0,1,19h38m02.70s,294.511258,+38d47m25.8s,38.790501,1078,190.09,-110.73,0,15.54,,0,0,Kepler-band,5635,166.04,-202.38,0,0,0.94,0.07,-0.06,0,0,0.93,0.16,-0.09,0,0,2016-05-10
839,Kepler-1066,b,Transit,1,1.93155984,0.00000157,-0.00000157,0,,,,,,,,,,,,,,,,,,0.211,0.045,-0.029,0,,,,,0,1,0,1,19h55m27.98s,298.866564,+46d30m08.1s,46.502239,399,88.89,-48.38,0,13.007,,0,0,Kepler-band,5762,287.38,-209.47,0,0,0.98,0.11,-0.07,0,0,0.98,0.2,-0.11,0,0,2016-05-10
840,Kepler-1067,b,Transit,1,0.76212926,0.00000273,-0.00000273,0,,,,,,,,,,,,,,,,,,0.071,0.011,-0.005,0,,,,,0,1,0,1,19h01m32.98s,285.387409,+45d02m56.6s,45.049053,689,114.29,-50.5,0,14.305,,0,0,Kepler-band,5592,63.05,-65.87,0,0,0.95,0.04,-0.04,0,0,0.93,0.16,-0.06,0,0,2016-05-10
841,Kepler-1068,b,Transit,1,16.92344113,0.00005446,-0.00005446,0,,,,,,,,,,,,,,,,,,0.324,0.079,-0.033,0,,,,,0,1,0,1,19h38m35.56s,294.648164,+46d23m32.5s,46.392365,1532,378.14,-166.32,0,15.818,,0,0,Kepler-band,5806,123.65,-169.98,0,0,1.01,0.07,-0.07,0,0,1.01,0.25,-0.1,0,0,2016-05-10
842,Kepler-1069,b,Transit,1,23.8990296,0.0001497,-0.0001497,0,,,,,,,,,,,,,,,,,,0.143,0.028,-0.012,0,,,,,0,1,0,1,19h23m55.04s,290.979329,+47d59m20.4s,47.989002,435,76.6,-38.7,0,13.153,,0,0,Kepler-band,5722,88.79,-104.94,0,0,0.99,0.05,-0.05,0,0,0.98,0.17,-0.08,0,0,2016-05-10
843,Kepler-107,b,Transit,4,3.179997,0.000011,-0.000011,0,0.044,,,0,,,,,,,,,,,,,,0.139,0.005,-0.005,0,,,,,0,1,0,1,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,,,,,12.487,,0,0,Kepler-band,5851,75,-75,0,0,,,,,,1.41,0.05,-0.05,0,0,2014-05-14
844,Kepler-107,c,Transit,4,4.901425,0.000016,-0.000016,0,0.059,,,0,,,,,,,,,,,,,,0.161,0.016,-0.016,0,,,,,0,1,0,1,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,,,,,12.487,,0,0,Kepler-band,5851,75,-75,0,0,,,,,,1.41,0.05,-0.05,0,0,2014-05-14
845,Kepler-107,d,Transit,4,7.958203,0.000104,-0.000104,0,0.082,,,0,,,,,,,,,,,,,,0.095,0.005,-0.005,0,,,,,0,1,0,1,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,,,,,12.487,,0,0,Kepler-band,5851,75,-75,0,0,,,,,,1.41,0.05,-0.05,0,0,2014-05-14
846,Kepler-107,e,Transit,4,14.749049,0.000034,-0.000034,0,0.123,,,0,,,,,,,,,,,,,,0.308,0.022,-0.022,0,,,,,0,1,0,1,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,,,,,12.487,,0,0,Kepler-band,5851,75,-75,0,0,,,,,,1.41,0.05,-0.05,0,0,2014-05-14
847,Kepler-1070,b,Transit,1,6.2216147,0.00001944,-0.00001944,0,,,,,,,,,,,,,,,,,,0.154,0.072,-0.022,0,,,,,0,1,0,1,19h32m46.89s,293.195374,+49d18m59.4s,49.316502,1040,474.23,-158.43,0,13.977,,0,0,Kepler-band,6261,114.14,-114.36,0,0,1.21,0.2,-0.1,0,0,1.32,0.61,-0.19,0,0,2016-05-10
848,Kepler-1071,b,Transit,1,6.1799844,0.00001367,-0.00001367,0,,,,,,,,,,,,,,,,,,0.212,0.006,-0.012,0,,,,,0,1,0,1,19h32m13.92s,293.057996,+45d14m55.7s,45.248817,964,33.86,-37,0,15.801,,0,0,Kepler-band,5215,78.36,-83.32,0,0,0.86,0.03,-0.04,0,0,0.81,0.03,-0.03,0,0,2016-05-10
849,Kepler-1072,b,Transit,1,1.5690665,0.0000029,-0.0000029,0,,,,,,,,,,,,,,,,,,0.141,0.064,-0.021,0,,,,,0,1,0,1,19h28m10.65s,292.04438,+46d19m44.5s,46.329025,976,433.82,-149.65,0,13.93,,0,0,Kepler-band,6199,102.85,-123.19,0,0,1.2,0.19,-0.09,0,0,1.32,0.6,-0.2,0,0,2016-05-10
850,Kepler-1073,b,Transit,2,8.67888593,0.00002409,-0.00002409,0,,,,,,,,,,,,,,,,,,0.205,0.044,-0.022,0,,,,,0,1,0,1,19h36m36.65s,294.1527,+38d13m59.0s,38.233048,837,184.95,-97.84,0,14.523,,0,0,Kepler-band,5792,252.91,-186.16,0,0,1,0.1,-0.07,0,0,1,0.21,-0.11,0,0,2016-05-10
851,Kepler-1073,c,Transit,2,4.02582254,0.00001484,-0.00001484,0,,,,,,,,,,,,,,,,,,0.146,0.03,-0.016,0,,,,,0,1,0,1,19h36m36.65s,294.1527,+38d13m59.0s,38.233048,837,184.95,-97.84,0,14.523,,0,0,Kepler-band,5792,252.91,-186.16,0,0,1,0.1,-0.07,0,0,1,0.21,-0.11,0,0,2016-05-10
852,Kepler-1074,b,Transit,1,5.94566534,0.00001443,-0.00001443,0,,,,,,,,,,,,,,,,,,0.112,0.021,-0.008,0,,,,,0,1,0,1,18h57m54.37s,284.476545,+46d15m09.3s,46.252579,245,10.93,-10.74,0,15.026,,0,0,Kepler-band,4002,33.45,-33.56,0,0,0.6,0.02,-0.03,0,0,0.57,0.02,-0.02,0,0,2016-05-10
853,Kepler-1075,b,Transit,1,1.52372816,0.0000027,-0.0000027,0,,,,,,,,,,,,,,,,,,0.127,0.014,-0.029,0,,,,,0,1,0,1,19h10m00.28s,287.501179,+47d28m09.4s,47.469269,265,16.12,-16.9,0,15.313,,0,0,Kepler-band,3959,39.29,-38.69,0,0,0.56,0.03,-0.03,0,0,0.54,0.02,-0.03,0,0,2016-05-10
854,Kepler-1076,b,Transit,1,6.14727918,0.00002112,-0.00002112,0,,,,,,,,,,,,,,,,,,0.071,0.004,-0.003,0,,,,,0,1,0,1,19h10m21.62s,287.590098,+51d03m38.1s,51.060574,199,4.68,-5.68,0,12.906,,0,0,Kepler-band,4868,38.24,-45.61,0,0,0.79,0.03,-0.04,0,0,0.74,0.01,-0.02,0,0,2016-05-10
855,Kepler-1077,b,Transit,1,34.3511874,0.0001503,-0.0001503,0,,,,,,,,,,,,,,,,,,0.247,0.062,-0.029,0,,,,,0,1,0,1,19h24m08.07s,291.033636,+42d16m04.3s,42.26786,1098,254.3,-106.41,0,14.998,,0,0,Kepler-band,5816,99.93,-113.54,0,0,1.02,0.06,-0.05,0,0,1.02,0.23,-0.09,0,0,2016-05-10
856,Kepler-1078,b,Transit,1,3.00725242,0.00001242,-0.00001242,0,,,,,,,,,,,,,,,,,,0.17,0.027,-0.029,0,,,,,0,1,0,1,19h32m48.14s,293.200589,+43d03m00.1s,43.050037,1215,163.49,-99.25,0,15.62,,0,0,Kepler-band,5612,100.22,-123.53,0,0,0.94,0.05,-0.05,0,0,0.92,0.12,-0.07,0,0,2016-05-10
857,Kepler-1079,b,Transit,1,13.24503188,0.00004886,-0.00004886,0,,,,,,,,,,,,,,,,,,0.145,0.029,-0.025,0,,,,,0,1,0,1,19h58m11.88s,299.549499,+45d46m11.1s,45.769753,481,94.52,-80.38,0,12.584,,0,0,Kepler-band,5758,90.64,-84.62,0,0,1.08,0.12,-0.06,0,0,1.36,0.27,-0.23,0,0,2016-05-10
858,Kepler-108,b,Transit,2,49.183921,0.000054,-0.000054,0,0.292,,,0,,,,,,,,,,,,,,0.772,0.043,-0.043,0,,,,,0,1,0,1,19h38m14.20s,294.559169,+46d03m44.4s,46.062325,,,,,12.654,,0,0,Kepler-band,5854,92,-92,0,0,0.87,,,0,0,2.19,0.12,-0.12,0,0,2014-05-14
859,Kepler-108,c,Transit,2,190.323494,0.000988,-0.000988,0,0.721,,,0,,,,,,,,,,,,,,0.73,0.045,-0.045,0,,,,,0,1,0,1,19h38m14.20s,294.559169,+46d03m44.4s,46.062325,,,,,12.654,,0,0,Kepler-band,5854,92,-92,0,0,0.87,,,0,0,2.19,0.12,-0.12,0,0,2014-05-14
860,Kepler-1080,b,Transit,1,77.2548396,0.0003198,-0.0003198,0,,,,,,,,,,,,,,,,,,0.293,0.101,-0.045,0,,,,,0,1,0,1,19h45m51.49s,296.464522,+49d10m58.5s,49.182915,688,235.96,-84.39,0,13.754,,0,0,Kepler-band,5956,70.4,-87.98,0,0,1.1,0.1,-0.06,0,0,1.16,0.4,-0.14,0,0,2016-05-10
861,Kepler-1081,b,Transit,1,3.85691855,0.00000966,-0.00000966,0,,,,,,,,,,,,,,,,,,0.09,0.009,-0.006,0,,,,,0,1,0,1,19h17m46.68s,289.44452,+41d19m03.9s,41.317757,425,38.43,-26.12,0,13.746,,0,0,Kepler-band,5345,67.9,-84.9,0,0,0.88,0.04,-0.04,0,0,0.84,0.07,-0.05,0,0,2016-05-10
862,Kepler-1082,b,Transit,1,1.5432066,0.00000454,-0.00000454,0,,,,,,,,,,,,,,,,,,0.1,0.016,-0.012,0,,,,,0,1,0,1,19h17m26.08s,289.358672,+50d35m54.5s,50.598484,628,99.24,-71.22,0,13.38,,0,0,Kepler-band,5923,80.65,-64.28,0,0,1.03,0.06,-0.06,0,0,1.14,0.18,-0.13,0,0,2016-05-10
863,Kepler-1083,b,Transit,1,33.4177993,0.0001854,-0.0001854,0,,,,,,,,,,,,,,,,,,0.3,0.014,-0.056,0,,,,,0,1,0,1,18h52m38.87s,283.161951,+45d11m53.9s,45.198315,912,44.74,-48.65,0,15.824,,0,0,Kepler-band,5049,45.47,-46.43,0,0,0.81,0.04,-0.04,0,0,0.77,0.03,-0.04,0,0,2016-05-10
864,Kepler-1084,b,Transit,1,2.05333679,0.00000413,-0.00000413,0,,,,,,,,,,,,,,,,,,0.099,0.021,-0.013,0,,,,,0,1,0,1,19h20m24.47s,290.101971,+48d15m04.1s,48.251137,427,88.85,-58.07,0,12.217,,0,0,Kepler-band,6113,63.72,-75.56,0,0,1.12,0.07,-0.06,0,0,1.28,0.27,-0.17,0,0,2016-05-10
865,Kepler-1085,b,Transit,1,219.3217528,0.0008946,-0.0008946,0,,,,,,,,,,,,,,,,,,0.644,0.158,-0.066,0,,,,,0,1,0,1,19h09m54.64s,287.477648,+46d08m28.3s,46.141186,1518,411.02,-156.98,0,15.273,,0,0,Kepler-band,6000,83.83,-89.9,0,0,1.11,0.09,-0.06,0,0,1.14,0.31,-0.11,0,0,2016-05-10
866,Kepler-1086,b,Transit,2,18.78425728,0.00005283,-0.00005283,0,,,,,,,,,,,,,,,,,,0.218,0.031,-0.025,0,,,,,0,1,0,1,19h41m00.28s,295.251155,+45d50m34.7s,45.842972,464,13.95,-14.69,0,15.561,,0,0,Kepler-band,4350,45.98,-34.14,0,0,0.7,0.02,-0.03,0,0,0.66,0.01,-0.02,0,0,2016-05-10
867,Kepler-1086,c,Transit,2,161.5163345,0.0008629,-0.0008629,0,,,,,,,,,,,,,,,,,,0.262,0.01,-0.012,0,,,,,0,1,0,1,19h41m00.28s,295.251155,+45d50m34.7s,45.842972,464,13.95,-14.69,0,15.561,,0,0,Kepler-band,4350,45.98,-34.14,0,0,0.7,0.02,-0.03,0,0,0.66,0.01,-0.02,0,0,2016-05-10
868,Kepler-1087,b,Transit,1,0.69384285,0.00000159,-0.00000159,0,,,,,,,,,,,,,,,,,,0.054,0.015,-0.004,0,,,,,0,1,0,1,19h39m54.92s,294.978825,+46d00m20.4s,46.005653,354,96.95,-30.96,0,12.953,,0,0,Kepler-band,5589,122.9,-191.41,0,0,0.96,0.07,-0.06,0,0,0.94,0.26,-0.07,0,0,2016-05-10
869,Kepler-1088,b,Transit,1,23.12748644,0.00008919,-0.00008919,0,,,,,,,,,,,,,,,,,,0.127,0.01,-0.009,0,,,,,0,1,0,1,18h46m14.75s,281.561453,+42d27m01.8s,42.450504,300,23.28,-17.59,0,11.863,,0,0,Kepler-band,5975,64.37,-58.16,0,0,1.08,0.03,-0.03,0,0,1.08,0.08,-0.06,0,0,2016-05-10
870,Kepler-1089,b,Transit,1,5.13248562,0.00000948,-0.00000948,0,,,,,,,,,,,,,,,,,,0.163,0.009,-0.03,0,,,,,0,1,0,1,19h24m22.26s,291.092742,+49d11m24.2s,49.190059,227,15.24,-15.38,0,15.535,,0,0,Kepler-band,3753,32.38,-32.55,0,0,0.52,0.03,-0.03,0,0,0.49,0.03,-0.03,0,0,2016-05-10
871,Kepler-109,b,Transit,2,6.48163,,,0,,,,,,,,,,,,,0.004,0.017,-0.017,0,Mass,0.211,0.006,-0.006,0,0.3,2.2,-2.2,0,0,1,0,1,19h21m34.25s,290.392721,+40d17m05.5s,40.284875,,,,,12.365,,0,0,Kepler-band,5952,75,-75,0,0,1.04,0.06,-0.06,0,0,1.32,0.04,-0.04,0,0,2014-05-14
872,Kepler-109,c,Transit,2,21.2227,,,0,,,,,,,,,,,,,0.007,0.025,-0.025,0,Mass,0.225,0.006,-0.006,0,0.65,2.3,-2.3,0,0,1,0,1,19h21m34.25s,290.392721,+40d17m05.5s,40.284875,,,,,12.365,,0,0,Kepler-band,5952,75,-75,0,0,1.04,0.06,-0.06,0,0,1.32,0.04,-0.04,0,0,2014-05-14
873,Kepler-1090,b,Transit,1,198.680179,0.002176,-0.002176,0,,,,,,,,,,,,,,,,,,0.201,0.019,-0.015,0,,,,,0,1,0,1,19h42m39.09s,295.662872,+44d31m33.0s,44.525845,702,62.34,-47.62,0,15.001,,0,0,Kepler-band,5321,147.76,-145.36,0,0,0.86,0.05,-0.05,0,0,0.82,0.07,-0.05,0,0,2016-05-10
874,Kepler-1091,b,Transit,1,1.43474156,0.00000327,-0.00000327,0,,,,,,,,,,,,,,,,,,0.13,0.032,-0.017,0,,,,,0,1,0,1,19h59m08.51s,299.785465,+43d40m14.7s,43.670753,915,233.2,-125.9,0,14.691,,0,0,Kepler-band,5851,286.31,-232.4,0,0,1.01,0.12,-0.08,0,0,1.03,0.25,-0.13,0,0,2016-05-10
875,Kepler-1092,b,Transit,1,58.6017925,0.0006006,-0.0006006,0,,,,,,,,,,,,,,,,,,0.185,0.033,-0.021,0,,,,,0,1,0,1,19h50m53.55s,297.72314,+47d06m45.6s,47.112659,914,167.28,-102.01,0,14.649,,0,0,Kepler-band,5862,195.01,-156.05,0,0,0.99,0.09,-0.07,0,0,1,0.18,-0.1,0,0,2016-05-10
876,Kepler-1093,b,Transit,2,25.0824626,0.0001211,-0.0001211,0,,,,,,,,,,,,,,,,,,0.174,0.055,-0.022,0,,,,,0,1,0,1,18h59m54.72s,284.978013,+41d25m12.6s,41.420166,848,270.02,-115.2,0,13.838,,0,0,Kepler-band,6166,147.64,-138.45,0,0,1.13,0.14,-0.09,0,0,1.2,0.38,-0.15,0,0,2016-05-10
877,Kepler-1093,c,Transit,2,89.722292,0.00108,-0.00108,0,,,,,,,,,,,,,,,,,,0.175,0.064,-0.024,0,,,,,0,1,0,1,18h59m54.72s,284.978013,+41d25m12.6s,41.420166,848,270.02,-115.2,0,13.838,,0,0,Kepler-band,6166,147.64,-138.45,0,0,1.13,0.14,-0.09,0,0,1.2,0.38,-0.15,0,0,2016-05-10
878,Kepler-1094,b,Transit,1,78.1000231,0.0006388,-0.0006388,0,,,,,,,,,,,,,,,,,,0.284,0.107,-0.041,0,,,,,0,1,0,1,19h29m12.30s,292.301253,+38d16m01.3s,38.267041,1371,504.97,-205.77,0,14.999,,0,0,Kepler-band,6112,127.39,-187.65,0,0,1.14,0.16,-0.09,0,0,1.21,0.46,-0.17,0,0,2016-05-10
879,Kepler-1095,b,Transit,1,4.27103091,0.0000148,-0.0000148,0,,,,,,,,,,,,,,,,,,0.108,0.018,-0.011,0,,,,,0,1,0,1,19h33m02.99s,293.262447,+41d21m54.4s,41.365114,758,123.37,-76.28,0,14.553,,0,0,Kepler-band,5658,206.29,-136.1,0,0,0.94,0.07,-0.07,0,0,0.92,0.14,-0.09,0,0,2016-05-10
880,Kepler-1096,b,Transit,1,2.89221751,0.000006,-0.000006,0,,,,,,,,,,,,,,,,,,0.111,0.033,-0.007,0,,,,,0,1,0,1,19h38m50.25s,294.70938,+45d58m10.2s,45.969501,344,17.04,-17.04,0,15.068,,0,0,Kepler-band,4306,53.07,-39.79,0,0,0.66,0.03,-0.03,0,0,0.63,0.02,-0.03,0,0,2016-05-10
881,Kepler-1097,b,Transit,1,187.747029,0.001894,-0.001894,0,,,,,,,,,,,,,,,,,,0.291,0.023,-0.023,0,,,,,0,1,0,1,18h46m22.60s,281.594148,+42d35m47.1s,42.596416,738,50.32,-55.01,0,15.206,,0,0,Kepler-band,5211,77.13,-86.77,0,0,0.82,0.04,-0.06,0,0,0.79,0.05,-0.05,0,0,2016-05-10
882,Kepler-1098,b,Transit,1,2.54307286,0.00000959,-0.00000959,0,,,,,,,,,,,,,,,,,,0.116,0.021,-0.012,0,,,,,0,1,0,1,19h42m00.65s,295.502705,+43d13m58.1s,43.232796,876,164.9,-102.33,0,14.736,,0,0,Kepler-band,5794,204.81,-216.42,0,0,0.99,0.1,-0.07,0,0,0.99,0.18,-0.11,0,0,2016-05-10
883,Kepler-1099,b,Transit,1,2.16845259,0.0000028,-0.0000028,0,,,,,,,,,,,,,,,,,,0.252,0.038,-0.045,0,,,,,0,1,0,1,19h14m59.99s,288.749962,+48d16m37.8s,48.277176,1209,179.69,-101.44,0,15.141,,0,0,Kepler-band,5837,92.89,-82.61,0,0,1.01,0.05,-0.06,0,0,1,0.14,-0.08,0,0,2016-05-10
884,Kepler-11,b,Transit,6,10.3039,0.0006,-0.001,0,0.091,0.001,-0.001,0,0.045,0.068,-0.042,0,89.64,0.36,-0.18,0,0.006,0.004,-0.003,0,Mass,0.161,0.003,-0.004,0,1.72,1.25,-0.91,0,1,1,0,1,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,613,,,0,14.2,,0,0,V (Johnson),5663,55,-66,0,0,0.96,0.03,-0.03,0,0,1.06,0.02,-0.02,0,0,2014-05-14
885,Kepler-11,c,Transit,6,13.0241,0.0013,-0.0008,0,0.107,0.001,-0.001,0,0.026,0.063,-0.013,0,89.59,0.41,-0.16,0,0.009,0.009,-0.005,0,Mass,0.256,0.004,-0.005,0,0.66,0.66,-0.35,0,1,1,0,1,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,613,,,0,14.2,,0,0,V (Johnson),5663,55,-66,0,0,0.96,0.03,-0.03,0,0,1.06,0.02,-0.02,0,0,2014-05-14
886,Kepler-11,d,Transit,6,22.6845,0.0009,-0.0009,0,0.155,0.001,-0.001,0,0.004,0.007,-0.002,0,89.67,0.13,-0.16,0,0.023,0.003,-0.005,0,Mass,0.278,0.005,-0.006,0,1.28,0.14,-0.27,0,1,1,0,1,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,613,,,0,14.2,,0,0,V (Johnson),5663,55,-66,0,0,0.96,0.03,-0.03,0,0,1.06,0.02,-0.02,0,0,2014-05-14
887,Kepler-11,e,Transit,6,31.9996,0.0008,-0.0012,0,0.195,0.002,-0.002,0,0.012,0.006,-0.006,0,88.89,0.02,-0.02,0,0.025,0.005,-0.007,0,Mass,0.374,0.006,-0.008,0,0.58,0.11,-0.16,0,1,1,0,1,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,613,,,0,14.2,,0,0,V (Johnson),5663,55,-66,0,0,0.96,0.03,-0.03,0,0,1.06,0.02,-0.02,0,0,2014-05-14
